postcode,longitude,latitude
BA14 8PL,-2.205756,51.323648
CT14 7DX,1.402385,51.214692
EC4Y 0DY,-0.104941,51.511573
BH12 1JQ,-1.91833,50.733446
BS31 2AU,-2.494733,51.422877
OL4 2SY,-2.074857,53.560783
SW11 6SF,-0.162662,51.456324
BN2 6BG,-0.0802,50.837439
SY2 6FN,-2.741172,52.690015
TF4 2QU,-2.458797,52.667158
ME8 7RG,0.601294,51.365026
WS7 2AX,-1.926969,52.685114
ME8 0JL,0.585837,51.356905
RG7 8JA,-1.164394,51.361332
LA9 6EN,-2.740657,54.330884
CM23 3SA,0.160052,51.867795
N20 0RA,-0.174998,51.6269
CF72 9EZ,-3.401053,51.524883
MK40 3JG,-0.462939,52.138744
DY3 3LP,-2.12258,52.54091
HD8 9AU,-1.653509,53.593796
B92 7JH,-1.81119,52.439492
EX2 4DG,-3.528842,50.718213
PE30 4BU,0.427135,52.763358
SW1V 4PS,-0.144046,51.4905
YO8 9AY,-1.077936,53.770777
L40 7SU,-2.857522,53.589721
ME14 5DZ,0.530739,51.274846
RH12 1DQ,-0.324421,51.062144
HR6 9LU,-2.882147,52.251624
PH23 3AX,-3.831883,57.284118
WF4 5DQ,-1.549046,53.657832
DN22 9JR,-0.908243,53.345668
EN4 0LW,-0.172875,51.66491
HA4 0RE,-0.383462,51.565505
PR26 8LB,-2.721155,53.670843
WV1 4SB,-2.140868,52.586381
NG11 8LR,-1.17111,52.901482
BA4 6QW,-2.520438,51.150656
G3 7SP,-4.281706,55.86597
NR31 8TF,1.694362,52.568231
ME10 1AN,0.729308,51.340879
LN5 7DB,-0.541339,53.225414
TS23 4EA,-1.265725,54.601255
SY2 6LG,-2.715505,52.692016
BB8 9QP,-2.187842,53.856646
B62 8EB,-2.045245,52.454994
LL13 7YT,-3.009736,53.048856
SN15 3HR,-2.113613,51.45819
S36 6HF,-1.613956,53.522236
MK12 6DA,-0.816524,52.05031
WD3 1RT,-0.468272,51.634357
BR3 1GZ,-0.030732,51.407654
S41 0QR,-1.41979,53.222378
GU1 3AA,-0.572493,51.235901
SS1 3JF,0.764425,51.53567
DY9 0TN,-2.128875,52.440017
SK23 7LY,-1.982181,53.332801
LS1 4AP,-1.555728,53.795472
HD1 4EN,-1.789826,53.647
N7 9DQ,-0.117738,51.543415
G71 7RR,-4.099709,55.818429
BA22 8RN,-2.673863,50.953069
IP12 1QT,1.337467,52.105474
G11 5LU,-4.310531,55.87229
NW7 3SA,-0.25817,51.615625
DN1 3ER,-1.129478,53.521659
NG14 5FP,-1.046676,52.996099
HX5 0PA,-1.839176,53.677807
CA1 1DB,-2.93196,54.893866
L34 1QL,-2.807533,53.423355
YO26 8BX,-1.29565,53.993573
GL50 1SW,-2.082788,51.895611
BB2 6SE,-2.510445,53.749899
G1 3NQ,-4.255461,55.860122
ST18 0PF,-2.00399,52.834379
WV5 9AP,-2.189294,52.545122
SY16 2NY,-3.315514,52.514667
CV47 0HF,-1.388667,52.252502
TN23 3PG,0.841726,51.15445
GU14 6HW,-0.743376,51.276113
GL51 6RB,-2.130495,51.889813
GU35 9HG,-0.879842,51.123442
FK2 7EW,-3.784838,56.003123
CA1 1QN,-2.932234,54.892255
BT42 3NJ,-6.241389,54.80399
ME16 9NT,0.478818,51.278267
DN21 5NA,-0.684437,53.36127
TN30 6UR,0.647253,51.084023
M33 3SD,-2.326045,53.416571
CM7 3GB,0.551923,51.876205
GU1 3BJ,-0.56732,51.237588
BD17 7AX,-1.748344,53.848591
CR0 1NG,-0.099466,51.368124
SO14 0PF,-1.384808,50.913296
NW6 1NL,-0.199526,51.551362
DY12 1PG,-2.322132,52.407036
UB3 3AW,-0.407501,51.512969
HU10 7LA,-0.452632,53.74333
M34 5XA,-2.134316,53.473031
DN14 8QE,-0.96205,53.698813
DN9 1BQ,-0.786955,53.462701
CF62 4LW,-3.42164,51.402684
SY5 8QE,-2.797594,52.704285
B69 3EJ,-2.023968,52.511593
IG9 6JT,0.049344,51.620857
BD7 3JG,-1.781073,53.786075
NG2 4BG,-1.112244,52.950412
L15 5AF,-2.920563,53.389917
DN21 1EB,-0.749857,53.38933
TS23 1FD,-1.286839,54.595051
LL13 9UF,-2.927426,53.048475
HU13 0EP,-0.449128,53.717414
CV3 4LB,-1.48062,52.394153
M22 1BE,-2.269167,53.375359
NN6 0DY,-0.770296,52.2895
BT47 6XX,-7.282165,55.005741
SK8 3TD,-2.225943,53.376498
NN15 5ND,-0.673508,52.369172
DN21 3JD,-0.682124,53.488364
SN1 4BG,-1.777292,51.550531
TS5 8EG,-1.249646,54.530281
E6 3NF,0.050709,51.526419
NW1 8LA,-0.154472,51.541562
KT10 9QA,-0.366174,51.368648
BN3 2BB,-0.167283,50.827508
NG15 9BD,-1.1658,53.085513
BS11 9TX,-2.675214,51.487095
WS11 0DR,-2.025403,52.688001
N12 0SH,-0.155712,51.606896
CF44 7LA,-3.444768,51.712949
WA4 4BS,-2.645048,53.333304
G65 0NH,-4.057853,55.977312
SS14 1ET,0.46174,51.570261
SS9 3JY,0.664393,51.547632
ME19 5AN,0.384318,51.302877
BB2 4JT,-2.486737,53.724685
NG5 5AQ,-1.17898,53.011217
TS19 0FF,-1.321637,54.579847
NN11 8QY,-1.181924,52.266769
LA4 5RA,-2.853459,54.071089
LL30 2AW,-3.843208,53.32107
NG5 7DR,-1.129304,53.005122
PE30 1HJ,0.393817,52.754783
BB2 7LP,-2.546988,53.783399
TS6 8DR,-1.117857,54.568639
NR1 4DS,1.3028,52.63059
CR2 0BS,-0.093857,51.353032
UB6 0FX,-0.338424,51.555193
SS1 1BD,0.71251,51.535921
OX39 4JY,-0.919677,51.70084
NW6 1NB,-0.196713,51.552083
OX14 3DA,-1.234965,51.655625
CM5 0PH,0.289946,51.76256
TS16 0GN,-1.376563,54.504598
N17 9QP,-0.057125,51.590762
SA61 2RF,-4.957181,51.81385
SP2 9AT,-1.845524,51.078446
NN10 0DF,-0.589268,52.291756
CB7 4PP,0.270387,52.402282
SG14 1DT,-0.077823,51.797117
EN9 1PX,0.003124,51.688253
NN10 0GF,-0.588782,52.275656
S75 2RH,-1.509844,53.560846
OL9 6QH,-2.131229,53.547475
FY7 6AB,-3.007666,53.924021
NG1 6LG,-1.152046,52.954997
NG9 2JD,-1.208399,52.933146
TS26 0AP,-1.253603,54.683435
CB2 9AX,0.119404,52.16952
NR31 8EB,1.716831,52.581928
NN7 4BZ,-0.986099,52.240051
BB10 4LP,-2.22509,53.785861
BS8 3HT,-2.625099,51.462413
PO6 3AJ,-1.068101,50.842387
PE19 6AD,-0.241989,52.235064
BN41 1XQ,-0.210427,50.835528
ME9 8GR,0.726269,51.371943
TN12 9RR,0.453972,51.189557
HR1 4DN,-2.64276,52.068144
DA1 4SL,0.186122,51.46372
NN8 4QE,-0.694497,52.305877
IG1 4TG,0.066259,51.564185
PA3 4DA,-4.417777,55.853206
G13 1BJ,-4.328028,55.897799
PO36 9JP,-1.167985,50.648534
B30 3JN,-1.918086,52.415149
PR6 7FG,-2.635038,53.704641
LE7 9WF,-0.877102,52.599844
LN6 3QN,-0.612326,53.201351
WA10 3TS,-2.755822,53.44845
SL6 2LE,-0.70482,51.493159
PO3 6FD,-1.054505,50.803897
M46 0FY,-2.502885,53.52677
CO1 2SW,0.924705,51.88873
CV35 8LU,-1.700745,52.293971
IG2 7DQ,0.086301,51.573021
IP7 7JN,0.852941,52.099775
RH10 3HH,-0.151369,51.12978
NE23 1AQ,-1.591574,55.09102
G13 3SW,-4.364132,55.890433
HG1 5LY,-1.534189,53.994708
HA8 5PY,-0.284951,51.596047
SG8 5LF,-0.052993,52.078393
MK18 5AB,-0.997127,52.029211
NR34 8LR,1.546943,52.430598
PR4 0AY,-2.733015,53.808957
HG1 5AT,-1.529783,53.997252
M34 3JF,-2.115069,53.4591
WF5 0RG,-1.5755,53.678502
AL4 9SN,-0.301573,51.770655
B96 6SX,-2.00527,52.233551
NG22 8AX,-0.987705,53.082506
BS16 4QG,-2.50673,51.480267
DE74 2BD,-1.335897,52.816182
EX14 1PD,-3.188468,50.799709
DD2 3HE,-3.017041,56.474015
CT19 4BQ,1.148401,51.086829
B73 6AP,-1.823763,52.565883
TR1 1RX,-5.041844,50.268761
GL18 1EH,-2.351532,51.930637
BA1 2JZ,-2.360439,51.383312
TF8 7AD,-2.483749,52.627753
GL51 3HU,-2.121263,51.882603
NW3 6LH,-0.177051,51.544927
KY12 7SQ,-3.438846,56.071314
DT11 9AG,-2.173551,50.821518
SW16 4BT,-0.123427,51.412089
ST13 5RJ,-2.037427,53.095296
B79 7YA,-1.722786,52.639757
OX29 4AW,-1.380211,51.773556
AL2 1QL,-0.293651,51.722223
N17 6AE,-0.089102,51.597737
TA1 2UH,-3.066149,51.019962
BH22 9PH,-1.899856,50.821226
PL10 1NA,-4.201587,50.333883
SN10 4RY,-1.937638,51.313931
EX17 3DX,-3.657102,50.790439
LU3 2BB,-0.425246,51.913367
DY7 5BA,-2.207218,52.477955
PR8 2HJ,-3.020557,53.629565
ME9 9QN,0.800944,51.327394
IP28 6JY,0.689321,52.274148
WS11 0BS,-2.02609,52.674238
BS39 5UT,-2.593509,51.335156
NR2 1ET,1.289774,52.62965
CB10 1AE,0.238584,52.022508
BH8 8DY,-1.863659,50.725031
TW8 9EX,-0.325186,51.487121
S9 4LR,-1.418035,53.383791
BS25 1PA,-2.824501,51.313072
TQ5 0DT,-3.523207,50.38683
GL1 5AQ,-2.249185,51.856715
NN5 7DU,-0.907217,52.245557
YO7 3BX,-1.33009,54.232075
TQ7 1EB,-3.777746,50.282816
B93 8NU,-1.762502,52.378263
DY7 5AZ,-2.217009,52.478073
LS24 9AP,-1.262003,53.883441
IG9 5BY,0.045186,51.625131
NN8 4HL,-0.695602,52.302154
M28 3PT,-2.40507,53.537548
BH4 8DT,-1.901669,50.721056
GU4 7NQ,-0.547618,51.262995
LS9 6NW,-1.489351,53.801861
SA62 5UA,-4.988173,51.92464
HA6 1PQ,-0.409045,51.601197
SK4 2JX,-2.175181,53.412692
PE28 5AT,-0.297724,52.364383
GL5 3AB,-2.217988,51.74461
PE15 0LT,0.164746,52.477079
ST7 1DA,-2.24811,53.08563
RM14 2SJ,0.249173,51.55692
TF7 4NA,-2.4214,52.639483
HA8 8JH,-0.276209,51.622527
NN10 0RW,-0.594574,52.288564
HU16 4BB,-0.415674,53.781916
EN2 8LA,-0.117074,51.666361
NN9 7QE,,
W4 5RT,-0.276739,51.492498
M25 1DU,-2.273286,53.527641
HD1 5EJ,-1.786745,53.657951
E13 8DE,0.017965,51.523722
HD2 2XB,-1.79636,53.659864
L8 0QF,-2.949091,53.394107
EX6 8AT,-3.500624,50.683216
TN14 7NU,0.09592,51.305104
BT76 0DW,-7.186109,54.459326
ME9 8DA,0.692354,51.343218
WF13 2EW,-1.631284,53.698278
LA9 4UB,,
WV16 6AX,-2.41375,52.49115
PE32 1BG,0.549742,52.769017
CH66 4BA,-2.952223,53.276334
HA9 8EE,-0.287554,51.559055
YO43 4YZ,-0.666012,53.864188
SK3 8AB,-2.160405,53.404361
BL1 5PG,-2.47447,53.587917
CM0 8LT,0.826251,51.624998
BL8 2LG,-2.32349,53.591109
SE1 9EY,-0.107208,51.507644
BD12 0EW,-1.776257,53.75557
GU19 5NN,-0.677566,51.360096
BD16 4SB,-1.828631,53.85891
SY4 1EB,-2.841506,52.731212
WD3 1EF,-0.468441,51.638756
SY5 9EJ,-2.941182,52.706219
IP24 2EN,0.752714,52.410745
NP9 8NN,,
NG1 4JA,-1.158102,52.961883
PO3 6LL,-1.059678,50.812698
DN36 4YX,-0.05804,53.528736
NN15 6BL,-0.727646,52.390221
NN16 8YD,-0.721222,52.401992
S18 5YH,,
BH7 7AL,-1.838985,50.736133
DE12 7JP,-1.502343,52.708553
SG17 5BN,-0.352314,52.030914
X91EW77,,
E5 9DQ,-0.060512,51.568867
CT20 2RG,1.165706,51.079611
SE22 0HP,-0.068692,51.455849
SA61 1QQ,-4.97147,51.79986
M19 2FR,-2.194376,53.44201
SW19 3BP,-0.192664,51.410011
CT1 2LE,1.08304,51.277485
E17 8PR,-0.026535,51.577734
NW4 4QZ,-0.224639,51.590232
SE5 9PT,-0.094492,51.470829
WC1B 3DP,-0.12927,51.518573
SA61 2BP,-4.969003,51.801613
WD6 4RT,-0.281699,51.656553
RM3 0LE,0.228723,51.592797
B11 3JD,-1.845581,52.448352
PO3 6JX,-1.061926,50.810315
NP26 3TF,-2.774072,51.590113
S70 4BJ,-1.458103,53.53515
E7 9AE,0.021986,51.546514
RM16 6RR,0.296129,51.489783
S9 5PH,-1.403815,53.390112
BB18 5QX,-2.193783,53.911705
HG1 5DA,-1.533929,53.996145
BT31 9LH,-5.922924,54.31969
TN14 5EL,0.195508,51.299195
N8 8SL,-0.126351,51.582017
S10 4GW,-1.555378,53.364435
M2 3BD,-2.244355,53.475715
EN2 6NF,-0.088325,51.656703
LU4 8JT,-0.441508,51.89007
SL6 2PJ,-0.734384,51.507545
HP11 2EE,-0.757537,51.632369
HA3 8QH,-0.319372,51.596557
S6 1LL,,
W1U 6RT,-0.157522,51.521386
BB1 1TL,,
NE15 8NR,-1.746769,54.978426
BT2 8BG,-5.929469,54.593969
CV6 3EN,-1.518756,52.426607
OX44 7RW,-1.065378,51.67109
EC4R 1AG,-0.093008,51.510276
PE11 1EB,-0.154819,52.787247
MK6 2XL,-0.761925,52.03076
CO2 9JR,0.862701,51.871801
CA1 1PN,,
DL3 7BJ,-1.561361,54.527591
NN17 1RR,-0.698736,52.489252
DA7 5DR,0.1447,51.468613
GL7 6DN,-1.974429,51.657792
DL14 6PQ,-1.682804,54.648625
TF4 3BT,-2.489778,52.658134
W1R 7PD,,
SG17 5HQ,-0.335006,52.036138
BS1 4QP,-2.595483,51.449772
EN8 7BU,-0.032503,51.684146
CT9 1SD,1.390165,51.390397
ST1 4PZ,-2.188019,53.017783
TS11 8BN,-1.042853,54.578638
NG1 5DT,-1.161658,52.955077
RH13 6JN,-0.285066,51.044235
IV30 5UN,-3.489404,57.700307
DD4 7PY,-2.927469,56.47353
WF9 2ED,-1.282331,53.609108
DG1 1LN,-3.606891,55.070687
ML5 5AJ,-4.048772,55.845423
HA4 7BD,-0.425294,51.575203
N17 0QH,-0.051411,51.605541
SK12 1RD,-2.119714,53.34895
B24 9EU,-1.829318,52.525724
ST5 8PS,-2.224256,53.037722
PE9 1LX,-0.478739,52.656103
BT1 3LG,-5.921014,54.598352
OL12 7EA,-2.180905,53.6265
SE4 1YL,-0.032338,51.460333
HD6 2PD,-1.802792,53.714703
GU24 0QD,-0.654297,51.298845
LE2 0HD,-1.118129,52.638536
SN10 3NY,-1.896864,51.357872
HA1 3EX,-0.342033,51.57813
HD8 9BL,-1.651946,53.59096
PO2 7PJ,-1.075189,50.80998
B19 3NG,-1.898805,52.491175
PO16 8AL,-1.148361,50.849466
RH10 8BS,-0.18216,51.119094
HU11 4DF,-0.259287,53.775736
NR7 0HR,1.365507,52.630272
B3 3AG,-1.901166,52.480592
N8 8AF,-0.124996,51.578821
CR4 1XB,-0.131959,51.400957
G11 6AA,-4.301469,55.870698
SE22 9QE,-0.068748,51.459905
WV10 7DB,-2.12216,52.675344
B12 8EA,-1.875944,52.459235
BB1 8ET,-2.47963,53.760471
E14 9FJ,-0.011486,51.500566
N11 2LU,-0.133445,51.610992
E1 8ZF,-0.068489,51.513471
NR13 4ET,1.501084,52.626124
SO31 8GD,-1.337447,50.883694
MK45 4HR,-0.410888,52.008251
CB23 6JN,-0.070406,52.218406
DA11 8DW,0.350125,51.436067
E16 1XP,0.019193,51.515996
M38 0BZ,-2.428825,53.5274
DY12 2UA,-2.333832,52.348586
W3 7XA,-0.249552,51.505781
W1H 4HS,-0.164369,51.519604
OL8 2LZ,-2.104817,53.527549
CM77 6RR,0.507848,51.875012
NE28 7RZ,-1.525368,54.993813
OL6 8XJ,-2.084883,53.509138
E6 3BB,0.048617,51.531833
B11 3PX,-1.835461,52.451683
W1T 4JE,-0.13801,51.520196
CH47 2BS,-3.178928,53.396464
CM9 4PP,0.693819,51.735837
BB7 9PP,-2.454526,53.854422
CM23 1HY,0.142311,51.897991
WC2H 7DQ,-0.131128,51.50908
EC1R 3BX,-0.108091,51.522865
B65 0EE,-2.043903,52.475864
SS1 2PN,0.731927,51.540835
W1U 7BU,-0.155747,51.518948
LE7 9GU,-0.992636,52.625021
GL52 6EF,-2.062653,51.89581
BD15 7AL,-1.816131,53.804002
EC1V 1LJ,-0.101653,51.531052
PE3 8YL,-0.270928,52.598534
BA9 9HT,-2.405425,51.055318
WR6 5PH,-2.394831,52.200399
UB6 8HY,-0.334702,51.534879
DD10 0NH,-2.281823,56.833968
B79 8ET,-1.70783,52.648917
CF31 3UT,-3.553534,51.501085
M29 8DG,-2.463798,53.514191
L12 7HL,-2.92062,53.431554
M6 6JL,,
TR1 2NA,-5.044067,50.264889
KW14 7QN,-3.611344,58.556752
GU15 3HQ,-0.759969,51.33607
NR29 3BZ,1.578834,52.686786
KY15 7QY,-3.18249,56.250039
EN6 2JD,-0.193835,51.696127
CV32 4LY,-1.532877,52.28916
HU17 0LF,-0.400887,53.839922
EH3 6QN,,
DE1 1FP,-1.490452,52.925053
M25 0TL,-2.27247,53.520462
N17 7HB,-0.09218,51.60068
MK5 8PJ,-0.771657,52.025647
SK6 8EU,-2.060144,53.363881
BS9 1PG,-2.636027,51.470879
CM5 0DY,0.202106,51.761629
ME15 6JD,0.526303,51.260344
TW14 0UX,,
BT74 6HR,-7.622208,54.345015
NW2 6AT,-0.225806,51.555827
PL9 0BG,-4.111194,50.324573
BA14 0DT,-2.224772,51.309244
BA2 4NF,-2.350741,51.374125
DE72 3AT,-1.310283,52.897454
OX18 3EZ,-1.595314,51.753117
GU23 7BP,-0.523731,51.28718
BA14 8BL,-2.202825,51.332582
WF15 7AJ,-1.689071,53.69716
HD2 1NQ,-1.774005,53.674807
DL1 1XZ,-1.521668,54.530629
HU2 8QS,-0.348481,53.74657
CM7 2YN,0.536178,51.886887
WN6 9RF,-2.694872,53.595999
SK23 9SR,-1.922332,53.321434
SS11 8YB,0.545443,51.601806
DN31 3LB,-0.077559,53.574801
LE19 1WP,-1.189173,52.601321
B62 8SY,-2.038692,52.450169
N4 3EG,-0.11017,51.568116
HP4 1SA,-0.580163,51.771203
WD4 9JB,-0.463467,51.712769
IM2 4RN,,
BA13 4PE,-2.096207,51.278165
NN15 5SE,-0.682176,52.361689
BS21 6UH,-2.865175,51.429065
CM24 8BL,0.193384,51.900531
LS7 2BB,-1.536073,53.808432
SA6 5BQ,-3.900373,51.691117
SA6 8JR,-3.930036,51.651448
L36 3SE,-2.858348,53.423874
RH16 1HY,-0.113769,51.002961
PH2 8RA,,
LS14 1EW,-1.466795,53.837275
CM22 7BD,0.220822,51.813113
LE4 6EN,-1.114502,52.64874
M26 3TF,-2.34535,53.561431
DN12 3DE,-1.234979,53.488612
NW6 3BT,-0.181288,51.547169
HA4 7AE,-0.428217,51.574559
BS22 8NA,-2.944252,51.343964
GU16 7JR,-0.741486,51.315884
SK5 7QU,-2.156517,53.422309
DA5 3AP,0.125173,51.442215
SS6 7EQ,0.607338,51.587659
LU7 1DF,-0.662284,51.91808
PR2 3NQ,-2.724412,53.793549
S8 8SA,-1.47392,53.346936
LU4 8FE,-0.444958,51.887068
HA3 8LL,-0.317449,51.59117
SE26 6DW,-0.055841,51.425888
TA11 6AW,-2.741664,51.056044
B7 5TJ,-1.85934,52.506351
SW1X 8EA,-0.157116,51.500022
NR20 3DA,1.013918,52.688648
OX9 3FS,-0.962836,51.738462
WF12 9LR,-1.633495,53.682289
E12 6JS,0.066998,51.5468
NW9 5AP,-0.258723,51.595131
GL50 3PR,-2.080631,51.900674
EN10 7FL,-0.058542,51.74232
E11 1GA,0.015001,51.571506
EC1R 5HL,-0.110289,51.52382
TW4 7RS,-0.394391,51.473494
M24 1JT,-2.201403,53.539847
NN4 9EN,-0.955594,52.221936
NG14 6AR,-1.022567,53.049607
G46 8LP,-4.319251,55.809392
IV30 4NJ,-3.341214,57.654182
IG8 8HD,0.044596,51.591066
DA1 4SB,0.185,51.463741
LE3 0UH,-1.166357,52.630344
UB2 5TR,-0.397598,51.497017
BA11 5DF,-2.304287,51.224167
LE65 1ES,-1.466267,52.742297
LE15 9TZ,-0.717924,52.586046
FY4 2FE,-3.032404,53.777091
N13 5UE,-0.109092,51.616343
DE74 2NL,-1.336336,52.849743
OL4 2LU,-2.07097,53.565873
WV3 0SR,-2.133267,52.583861
ME2 3BS,0.498151,51.401393
BA5 2LA,-2.646808,51.210686
NE39 1EN,-1.763967,54.917866
VG1110,,
WF10 5NP,-1.386031,53.715549
PO16 0BN,-1.173784,50.852095
M44 5EG,-2.423142,53.435522
PE8 5TQ,-0.494439,52.465538
SK4 4DT,-2.189548,53.4163
SE6 2RY,-0.013927,51.4288
OX26 1TD,-1.200035,51.896151
WS14 0JD,-1.838645,52.635377
PR5 4JL,-2.675597,53.745711
HP23 6ND,-0.651936,51.754595
HG1 5EE,-1.538016,53.997644
RH8 9EU,-0.005473,51.257378
KT5 9NN,-0.278804,51.380355
W14 0NH,-0.211983,51.498634
CV8 1LQ,-1.573807,52.34329
BR3 1DZ,-0.03044,51.406759
W4 3NN,-0.286057,51.487734
EN5 5BY,-0.175387,51.65105
B69 4PG,,
OL16 2XX,-2.136466,53.621543
EH3 9DW,-3.200754,55.945746
NR5 9AX,1.232578,52.639527
WA5 2UD,-2.669336,53.379627
SE12 9HD,0.023204,51.43794
SM5 1DG,-0.166051,51.382952
SG8 5RR,-0.019585,52.104515
CM22 6QZ,0.268519,51.868981
ST10 1BJ,-1.98512,52.988591
GU15 3SY,-0.743433,51.338529
RH12 3BN,-0.483072,51.08307
LN3 5AG,-0.352693,53.345951
CM22 6BN,0.272713,51.916992
BN12 4AP,-0.402192,50.813246
PR9 0NS,-3.001428,53.648737
RH20 4BN,-0.450863,50.917576
EC4M 9BT,-0.096238,51.512583
PO7 7SQ,-1.043144,50.886223
CR0 2LX,-0.094982,51.37502
NG22 0SH,-0.885286,53.250149
DL7 8ED,-1.438359,54.344902
LU2 7EH,-0.416657,51.902093
IP6 8BY,1.052928,52.154186
LA14 1HR,-3.224108,54.11768
GU16 7HJ,-0.744678,51.313427
WR6 6QB,-2.348716,52.236734
GU12 4UB,-0.740079,51.246232
ME9 0HW,0.805375,51.307339
EX1 1PZ,-3.525606,50.724155
RM8 2GU,0.118159,51.555536
M3 5FS,-2.253721,53.48266
TD5 7PR,-2.422006,55.606198
SK1 3RB,-2.152475,53.398755
SL6 3UD,-0.764601,51.508949
WA14 2UW,-2.349191,53.378871
WD24 5LL,-0.418063,51.682999
TW16 7DX,-0.427558,51.417166
WD25 8DA,-0.336659,51.651967
LS9 8HY,-1.522171,53.797044
PL6 8LT,-4.085031,50.392512
AL1 3TF,-0.32608,51.749165
HU9 5LY,-0.266802,53.747478
BL2 3AZ,-2.407754,53.595112
TW4 5NP,-0.378893,51.450458
PO15 5UB,-1.256822,50.87241
PO7 6NU,-1.06539,50.90402
HA8 7TT,-0.280735,51.612255
GU52 6JD,-0.834502,51.26301
SW19 1JN,-0.196269,51.415606
TN6 2JD,0.1848,51.045727
S70 2BB,-1.485194,53.55704
EN5 5RN,-0.198751,51.652805
PR2 3RX,-2.725806,53.778432
GU4 7JP,-0.553133,51.25488
CF5 5TD,-3.249819,51.475294
KT15 1TT,-0.493766,51.371743
W1F 9DB,,
W1H 2EJ,-0.162504,51.519128
IG2 7AD,0.088479,51.569584
HU17 9BZ,-0.430962,53.843033
EX14 2GY,-3.182919,50.794496
W1S 1JD,-0.143971,51.513259
PR7 4AB,-2.617806,53.639944
PE11 3TB,-0.219598,52.820982
BD2 2DD,-1.721789,53.819079
SN2 8BU,-1.774,51.570979
OX26 6QB,-1.148434,51.898935
BH21 3SN,-2.031749,50.768891
CV34 6FB,-1.545461,52.264671
CF62 3AB,-3.335688,51.421617
W3 6AY,-0.265707,51.508532
DA3 7BH,0.300487,51.387149
OL16 3RY,-2.098166,53.600619
UB6 8AA,-0.307856,51.532139
N16 6RP,-0.071084,51.568304
BL6 7BT,-2.541633,53.599692
CF62 7EE,-3.284312,51.399962
NN15 6NL,-0.723942,52.378517
NN6 7TZ,-1.142253,52.354297
NE29 7XJ,-1.487426,55.004254
GU5 0BU,-0.575023,51.194341
W10 5AP,-0.211287,51.525464
MK11 1BN,-0.852351,52.058424
LN9 5ED,-0.113248,53.211345
CH5 4SE,-3.065269,53.216554
DL2 3RS,-1.777755,54.543241
WF2 8EE,-1.497379,53.676491
PE21 8SX,-0.025385,52.973904
HD8 8XT,-1.696196,53.565635
NR8 6AP,1.234793,52.673525
W12 8AJ,-0.221554,51.505423
HR4 7BS,-2.772529,52.073478
DA15 9JJ,0.111861,51.446538
DE6 2BL,-1.758425,53.007692
CV5 8BU,-1.532524,52.40816
RM8 1NU,0.1421,51.568618
SO41 9NE,-1.547581,50.757246
TN14 5JL,0.172999,51.311927
LE12 8DX,-1.176404,52.745567
GL15 5RF,-2.53001,51.726555
DY8 5SJ,-2.152752,52.478745
EC3V 3QQ,-0.085482,51.513453
YO25 6TQ,-0.441924,54.006529
WV6 7EZ,-2.244661,52.566476
BN11 1TF,-0.372239,50.811976
OX28 6HQ,-1.484237,51.786852
B60 1PZ,-2.013513,52.346501
YO21 1PG,-0.615892,54.480183
PO33 1XA,-1.116652,50.698241
M1 4PB,-2.242613,53.477101
LE19 1ST,-1.186492,52.594614
NR18 0AW,1.114353,52.569308
EX11 1NR,-3.288079,50.74989
CV47 8LD,-1.373335,52.277875
LE4 9LJ,-1.084072,52.656986
ME15 6HZ,,
LL12 7AA,-2.994551,53.04891
B92 0JZ,-1.693601,52.400157
SS13 1QA,0.510133,51.586851
NR9 5SH,1.116419,52.720818
SK8 2AF,-2.208552,53.395074
M11 2ET,-2.197684,53.473482
WR14 1TL,-2.323872,52.130534
ST10 4QE,-1.94778,52.910887
B98 9HH,-1.893103,52.312129
S1 4JR,-1.47744,53.377271
BH24 3HE,-1.751636,50.845015
N4 2PQ,-0.098627,51.568367
EX20 3BN,-4.125147,50.770079
CB10 1XA,0.252271,52.050302
EN3 7XU,-0.02217,51.674545
PO19 1DP,-0.779815,50.833237
CO10 8QS,0.563346,52.09321
ST4 4JE,-2.175223,52.99782
IP1 3LG,1.150607,52.059651
CT17 0HL,1.282059,51.130409
PE14 8EQ,0.234077,52.64326
CB1 5JF,,
S63 0LE,-1.316976,53.548009
SW1Y 5JG,-0.13612,51.506111
CF10 3DD,-3.173587,51.485316
KW1 4LP,-3.090788,58.442269
RG17 0EP,-1.511663,51.418179
CB10 1EF,0.239501,52.022148
NR13 6LH,1.372605,52.674941
PE12 0JB,0.087722,52.734114
DD11 4RY,-2.604123,56.656911
SS1 1AB,0.712276,51.536839
CR3 5AF,-0.120013,51.283734
PR1 3NA,-2.700719,53.754618
OX7 6BH,-1.591883,51.865388
SE11 4LD,-0.111805,51.48673
RM13 9HZ,0.199917,51.512548
L40 8LA,-2.864181,53.597024
DN14 7XY,-0.758711,53.708149
NN7 4HH,-1.001775,52.274403
EC4V 6BJ,-0.104035,51.512658
CR4 3FH,-0.172312,51.404993
B62 8BF,-2.045932,52.464865
BA2 8LL,-2.424606,51.303349
NG24 3NB,-0.766859,53.060773
YO41 1BN,-0.909572,53.989776
BD19 3HH,-1.713971,53.72388
LS14 1HB,-1.458108,53.822675
N3 2FG,-0.193625,51.598799
SS9 2AD,0.650981,51.548682
SW17 7NF,-0.166471,51.43572
E1W 1YW,-0.0672,51.507488
HR3 5EL,-3.13637,52.071646
SM2 5DA,-0.189264,51.358457
LS9 7AS,-1.525719,53.806846
ML3 0BP,-4.052401,55.779779
