postcode,longitude,latitude
TW3 3HJ,-0.366477,51.468082
FY4 1DW,-3.049472,53.797145
CP9 4PX,,
EC4A 3TR,,
HP10 0HH,-0.683699,51.59376
B3 2DL,,
SO15 2DP,-1.401497,50.911504
M2 6DR,,
NG5 1AW,-1.15527,52.972012
W1R 9RE,,
BS14 0TJ,,
E1W 1DD,-0.07359,51.508643
EC3M 1BU,-0.084609,51.51082
BB10 4LR,-2.225197,53.786098
CV11 6TW,-1.433379,52.530902
EC4A 4HT,,
EN11 6BX,,
B44 8BJ,,
WA2 7AD,,
EN1 3JS,-0.079922,51.659497
SE1 2RT,-0.081629,51.504234
BD13 1QA,-1.843371,53.768031
GL6 9HR,-2.209825,51.698234
NW11 8DS,,
W1M 8JR,,
B3 1NG,,
TW13 7DY,-0.403961,51.441882
DL2 2UJ,-1.681294,54.607875
HU1 1JJ,,
NG1 1PB,-1.144647,52.952796
BS11 8AG,,
KT14 6SD,-0.504057,51.337227
PO9 1LB,,
L39 8RJ,-2.948276,53.583875
WA16 9PD,-2.37112,53.283479
S1 2ET,-1.468545,53.383002
SO14 3QG,,
B5 4UU,-1.898516,52.476224
MK44 3BH,-0.306343,52.191259
GU1 1UZ,-0.553113,51.253702
SW1X 7AW,-0.147781,51.498571
HP11 1JU,-0.704634,51.61126
SW2 1QN,-0.120028,51.454893
YO30 5PB,-1.112192,53.976837
HR5 3DJ,-3.028489,52.203481
LE16 9HE,-0.919234,52.475935
RM17 5ED,0.325701,51.478966
BN21 3PL,0.290879,50.767973
CF37 2BW,-3.340695,51.604342
LE10 1AP,-1.372346,52.53739
NN2 8HH,-0.910366,52.267077
TD9 9BD,-2.784044,55.425792
WS10 8TE,-2.039302,52.565629
PO2 9JE,-1.076516,50.820404
RG30 4AA,-1.017211,51.449705
HA7 2AW,-0.322593,51.602652
CA1 2WF,-2.908319,54.892301
BA4 5XW,-2.556446,51.190451
S9 1TG,-1.408848,53.399072
ST13 6NZ,-2.011746,53.112542
DL1 4BB,-1.542953,54.51892
NR32 2PD,1.747062,52.477623
DD7 7BZ,-2.720204,56.501795
CM13 3NL,0.347348,51.569512
NN6 7NZ,-1.132302,52.348796
CF31 5AJ,-3.601606,51.505437
DA1 1RZ,0.226105,51.443066
RG2 9GN,-0.906313,51.384098
TR26 1QU,-5.484543,50.210825
BH1 2EF,-1.873507,50.719125
OX13 6JR,-1.320412,51.701116
SY14 7HH,-2.807264,53.056416
DY8 3QG,-2.161932,52.460429
YO8 3SS,-1.131979,53.831869
SN1 5LL,-1.795248,51.556209
LS28 6ER,-1.665872,53.805655
DN8 5EB,-0.964376,53.610006
WA2 0NG,-2.582002,53.416543
IG11 0DA,0.096456,51.523066
B37 7PZ,-1.733564,52.482971
N17 6AX,-0.094136,51.589849
DD11 2DF,-2.60275,56.555859
B70 0ER,-2.028931,52.521213
BR2 0UB,0.005495,51.391698
ST5 4JB,-2.229527,52.985744
HX3 7BP,-1.830736,53.732793
EN11 8UR,-0.011289,51.762082
ME4 6BE,0.522672,51.381639
NG34 0QU,-0.34274,52.893911
NE8 2XD,-1.616489,54.952986
CM9 8HB,0.782335,51.803662
NE29 0AW,-1.4492,55.010027
ME6 5AZ,0.447471,51.328977
FK2 7XP,-3.763281,56.018539
WA11 0TH,-2.664207,53.46637
NE12 9UP,-1.535439,55.024422
CV4 9AN,-1.601976,52.409971
HU18 1AH,-0.171988,53.909869
SK8 7DJ,-2.179879,53.370951
L37 1PQ,-3.075916,53.562267
PL14 3JE,-4.464111,50.455029
B11 2AP,-1.838142,52.458878
PO36 0DT,-1.143398,50.679637
PA15 4TW,-4.753213,55.943395
DE24 8ZS,-1.457753,52.914651
AL10 0SP,-0.233858,51.763387
BT47 6SE,-7.272253,54.997319
RH19 1XP,-0.041083,51.138039
KW1 5LE,-3.101597,58.440808
WS7 9QH,-1.888154,52.684131
PR4 4AZ,-2.729285,53.731598
SE15 6FE,-0.08046,51.477876
TN22 3AA,0.103424,50.988441
S10 5SW,-1.538685,53.375356
SR1 1PB,-1.377346,54.904153
ST1 3AF,-2.175787,53.023033
SE18 6SS,0.073033,51.492618
GU22 7XH,-0.562564,51.314544
WV3 8HJ,-2.190627,52.58063
BT70 2RP,-6.939468,54.596327
CB22 5LD,0.139957,52.150157
N21 2EE,-0.095116,51.643352
DN15 7PN,-0.654262,53.589384
HP13 5RH,-0.768585,51.642382
FK10 2TD,-3.829261,56.131798
B2 5PP,-1.900283,52.480447
LL12 8RF,-2.976144,53.087917
DA12 5LQ,0.371901,51.422832
S43 3TU,-1.341878,53.26915
BH22 9NH,-1.89183,50.808764
BT45 7DT,-6.827673,54.799421
WN3 6XU,-2.653362,53.518336
AL1 3SE,-0.330265,51.750771
PA13 4LE,-4.627923,55.893363
WA11 8LY,-2.771743,53.492762
BT41 3NJ,-6.460101,54.75165
BB12 8AE,-2.270743,53.79519
TS22 5TB,-1.314628,54.632417
WA14 4RW,-2.353017,53.397872
DE55 7BT,-1.386924,53.095577
NR32 1PL,1.752721,52.480232
CW5 7TF,-2.501388,53.056516
CO6 3FD,0.810582,51.950195
EX1 1QT,-3.525186,50.723423
KT12 1AE,-0.420871,51.386519
CF14 6HT,-3.219333,51.525196
EX2 8BU,-3.527363,50.711494
HR2 6JT,-2.693037,52.041004
MK18 1NU,-0.985664,52.001593
B67 6BQ,-1.973654,52.488509
IG9 5RD,0.0424,51.632542
WV1 4TF,-2.149382,52.590084
SY8 2NY,-2.715968,52.374141
RG24 8XS,-1.062415,51.289875
WN6 9DB,-2.716205,53.58434
LN5 8JB,-0.545566,53.216018
SA18 1AL,-3.863991,51.814076
ST7 3LB,-2.235299,53.112776
CM3 3GP,0.498652,51.769944
SO14 3TJ,-1.394585,50.895426
CM9 4GD,0.689545,51.7407
OX25 6JH,-1.333495,51.954704
S3 8DP,-1.477235,53.392829
PO2 0LH,-1.079933,50.813451
BR7 5BE,,
PL1 3JX,-4.160335,50.371498
SA33 4PA,-4.561026,51.742682
NG17 2HE,-1.285962,53.127869
L3 9AG,-2.994131,53.407674
HA1 1TA,-0.334561,51.587311
LL55 1UH,-4.244288,53.151967
CA11 7HW,-2.754028,54.664061
LE4 7RT,-1.099606,52.667641
LE5 4HG,-1.101159,52.634084
HA9 9JE,-0.27481,51.567609
DN7 6BY,-0.986108,53.549737
BT41 3HP,-6.372012,54.743698
BD13 1PB,-1.845656,53.769436
EN8 7NN,-0.014762,51.685251
CA5 7NY,-2.993842,54.847077
CM15 8AF,,
L3 9NG,-2.993679,53.409584
BL6 5QP,-2.551966,53.597149
SS14 3JJ,0.492162,51.586113
HA0 3QX,-0.317753,51.567927
M3 3AE,-2.253984,53.480971
CA1 1JT,-2.92445,54.893566
N15 3AN,-0.091409,51.58636
HD8 8EL,-1.699455,53.589327
PE11 2TA,-0.150695,52.784735
WR2 5AG,-2.234939,52.187595
IG8 9NU,0.011037,51.601025
DE7 4RT,-1.290734,52.951915
N16 5JS,-0.079145,51.57286
DL12 9LW,-2.011081,54.516898
BB8 9DG,-2.171971,53.856805
RG1 2AN,-0.96977,51.455232
HU1 1RS,-0.332837,53.742391
SA43 2QB,-4.601957,52.056201
EH32 0DW,-2.956057,55.971699
CM77 8RE,,
AB42 3HY,-1.83636,57.557748
W1D 5LG,-0.130762,51.512752
ST6 6BD,-2.208805,53.059026
G61 3RB,-4.334066,55.920256
E10 6NT,-0.005201,51.563635
G5 0BH,-4.235726,55.837322
PE30 1HB,0.393481,52.754879
S9 1DH,-1.419199,53.414305
TN23 4RD,0.855516,51.139444
CR2 0NU,-0.097186,51.34681
SK9 5JY,-2.244155,53.325292
ME5 7PR,0.528669,51.350428
BA1 2YF,-2.37643,51.390245
SN15 1BN,-2.122946,51.473348
TD1 2RU,-2.760457,55.613174
NE40 4HR,-1.790541,54.961615
WN1 2QT,-2.632999,53.558609
SW15 4PS,-0.248315,51.45385
KA21 5QP,-4.779329,55.641463
MK40 4BS,-0.488932,52.140114
L19 0NQ,-2.908997,53.359443
CV1 4PB,-1.508072,52.421413
EX11 1SX,-3.268068,50.751576
SO14 5FE,-1.392755,50.899076
B63 2PA,-2.097348,52.465733
GL1 2EZ,-2.251043,51.859757
BD4 7EJ,-1.737864,53.783945
TA2 6BJ,-3.123915,51.025846
G72 7TS,-4.193295,55.827207
NN3 5JS,-0.804962,52.266938
OX16 3TB,-1.32601,52.072441
BA16 0QX,-2.742871,51.117433
LS17 8NF,-1.526614,53.852796
SN2 2EJ,-1.804589,51.5675
RG9 1HH,-0.897324,51.530806
WN8 7DQ,-2.770399,53.593164
TN9 1PP,0.285542,51.197752
ME9 8NY,0.700069,51.348167
HX1 5SP,-1.864369,53.724172
W1B 2QD,-0.141591,51.51367
G78 1PS,-4.405245,55.80969
S81 8PX,-1.16931,53.325654
CB10 1AX,0.238779,52.023447
CV1 2NT,-1.510832,52.405061
SM4 6LY,-0.195941,51.385107
WA1 1RG,-2.595923,53.380293
B79 8SA,-1.687082,52.646248
NE5 1NB,-1.695524,55.00311
N14 6NZ,-0.126928,51.633882
EH22 1GN,-3.087166,55.927433
BT67 0ED,-6.274413,54.53232
BL2 3DU,-2.410607,53.610436
LU6 1EX,-0.52697,51.888707
LS18 4AW,-1.637157,53.839169
YO61 1DP,-1.105822,54.074901
GL52 6HJ,-2.062241,51.892331
SS9 2DH,0.654458,51.540275
B24 9ND,-1.823698,52.517685
SN25 4XG,-1.787132,51.5984
PH21 1HS,-4.052279,57.080259
TW15 2HL,-0.45238,51.430814
DE14 2QW,-1.63688,52.816234
SN8 1LH,-1.726178,51.420252
EH21 6TH,-3.067163,55.938728
TS26 8LT,-1.233892,54.688228
NW10 5XJ,-0.231878,51.532035
BT34 2PR,-6.294071,54.129326
TQ13 9LA,-3.698379,50.589066
TN26 2PQ,0.872325,51.08109
IG10 3TZ,0.078302,51.64282
AB42 4NQ,-2.124627,57.520021
TR10 8NQ,-5.108632,50.169117
W4 3TT,-0.274886,51.481302
KT2 5DR,-0.301727,51.425923
PL13 1PN,-4.448799,50.38752
DA17 5NN,0.1406,51.482213
SL1 7JB,-0.658515,51.532063
BL8 3LJ,-2.340812,53.613035
TS18 3HR,-1.315164,54.551451
PR9 7NG,-2.965205,53.657799
GL4 3GG,-2.20443,51.866113
SY8 3BW,-2.646975,52.359247
PR3 3BT,-2.613796,53.821877
AB42 3QN,-1.842467,57.557176
IG11 8NW,0.079237,51.539686
M3 5JZ,-2.262709,53.48346
S35 4DS,-1.487581,53.475372
WA3 4HP,-2.535431,53.461711
B79 7QB,-1.699633,52.634045
BN14 0DX,-0.394108,50.848927
YO16 4LZ,-0.201064,54.084715
B71 1PH,-1.99348,52.525161
BH21 3UA,-2.018328,50.774353
LE1 3RW,-1.129608,52.637236
DE56 1FZ,-1.478936,53.023328
CM12 0DU,0.415158,51.631016
TS5 6HA,-1.241615,54.563343
LN11 0PR,0.032072,53.411563
TA16 5QQ,-2.796682,50.908176
BT71 7HZ,-6.673963,54.42348
W1S 1BN,-0.144726,51.514289
CF47 0LX,-3.361568,51.743805
BN41 1DF,-0.208468,50.831034
G5 9TH,,
PA4 8HX,-4.402921,55.873962
E7 9HD,0.025087,51.546191
HA8 6LE,-0.279942,51.610155
L1 5JW,-2.979626,53.400962
ME10 5BH,0.713213,51.350409
SE6 1AP,-0.008175,51.445294
NG4 3HQ,-1.081587,52.972866
CA3 0JG,-2.956647,54.930905
TN22 4DX,0.171136,51.000959
RG20 8SH,-1.297583,51.491984
L32 0RB,-2.904879,53.484097
SS4 1DB,0.708909,51.582606
TW2 5EJ,-0.34907,51.44096
ML11 0NN,-3.889444,55.588815
SY10 8LY,-3.097822,52.806581
NG31 7ES,-0.630339,52.903886
LN7 6EG,-0.427845,53.501099
CF82 8DE,-3.242033,51.672144
NR34 9TT,1.563585,52.456109
SN5 5TL,-1.847536,51.568732
PO7 7NJ,-1.02293,50.877953
PO10 7SU,-0.929746,50.860391
CV32 4SY,-1.52989,52.293316
PE13 1PE,0.157853,52.668905
L36 4PD,-2.869142,53.413738
ST6 1DW,-2.195466,53.045826
CM1 4SS,0.439763,51.753313
NE34 6EA,-1.40937,54.980527
TA1 2PX,-3.067996,51.014082
CV6 6EG,-1.484698,52.451089
SW8 3HD,-0.145824,51.470548
CB10 1PF,0.191526,52.061701
NE2 4HE,-1.610696,54.982164
NR32 2HD,1.731299,52.477618
HG3 1GY,-1.566939,53.975498
AL2 1HA,-0.297866,51.725647
BS22 6AR,-2.924408,51.359588
WR10 2AQ,-2.107114,52.132801
BB1 3NY,-2.441076,53.747925
BL6 4GR,-2.520289,53.579393
BL3 5JH,-2.447645,53.571319
CT10 1HY,1.434746,51.360197
S75 3LS,-1.534804,53.545297
GL54 4LU,-1.989597,51.873333
RG28 7JH,-1.329981,51.223857
NG22 0PP,-0.9324,53.251659
WR15 8FA,-2.587155,52.301923
G2 8NJ,-4.263013,55.858357
HP23 4EW,-0.67083,51.798455
TA9 3PU,-2.952154,51.207214
HA1 2AW,-0.334262,51.579504
LN1 2EN,-0.736183,53.282255
NG16 3PA,-1.312444,53.017295
SE8 3FG,-0.019325,51.480932
N21 3NA,-0.098976,51.632698
EX15 3EF,-3.33558,50.903049
HD6 2RG,-1.813076,53.698693
DA1 4EL,0.17599,51.453207
HP22 5JT,-0.706918,51.797176
DN14 5TU,-0.870675,53.690534
LS8 2UN,-1.500882,53.847272
NG18 2QA,-1.181178,53.143897
SY10 8BH,-3.04582,52.809374
SS9 1JL,0.667812,51.543691
DL14 8QN,-1.650971,54.661433
CF64 1DP,-3.16852,51.443464
L17 8UR,-2.944735,53.382132
NG2 3GS,-1.129901,52.944996
LE3 3EA,-1.193226,52.622655
EX6 8BX,-3.494754,50.677571
KA27 8DZ,-5.340652,55.56019
DY2 9TB,-2.081903,52.478816
BS14 8DU,-2.555641,51.411061
SE1 9AX,-0.104071,51.507631
BA14 0NJ,-2.21051,51.315107
BS16 7BT,-2.484825,51.501731
EH19 3JQ,-3.071385,55.861268
NG1 1PZ,-1.143273,52.951527
ST18 9BF,-2.133452,52.778103
EN9 1FB,0.000117,51.686401
BT9 5FL,-5.931962,54.573786
G21 3TN,-4.232073,55.887579
IV15 9AB,-4.4409,57.600101
N7 7QR,-0.114276,51.560877
BN3 5QF,-0.184954,50.832095
DD1 5RR,-2.977562,56.463955
IG3 8EU,0.092181,51.565299
IP1 6DU,1.131697,52.07757
IV27 4TW,-5.150002,58.351554
BN2 8DR,-0.02619,50.800999
PL25 5LS,-4.795344,50.33804
IV51 9PR,-6.426526,57.474462
DE21 2RA,-1.420788,52.944681
WR11 8QB,-1.920549,52.109996
BT11 9GX,-6.010616,54.568169
BT29 4FH,-6.223496,54.614698
G44 4BD,-4.262678,55.821564
NE23 7RZ,-1.583176,55.065284
UB2 5PL,-0.384251,51.498642
DN4 5NU,-1.12191,53.508492
UB8 2BF,-0.483177,51.535508
BT62 1HA,-6.454729,54.430918
SE13 7FG,-0.014746,51.467636
ME10 1QF,0.712396,51.348034
LE13 1TT,-0.889387,52.766971
DN35 8SJ,-0.0304,53.563648
LE4 9HA,-1.091438,52.664315
RM1 3PJ,0.18452,51.575436
B69 4NH,-2.005848,52.495874
N3 1XW,-0.192104,51.603197
SE27 9LX,-0.10045,51.428948
CR4 3LE,-0.164825,51.410729
RM10 8UJ,0.173302,51.542639
BL1 5LL,-2.467327,53.585384
PL7 4FE,-4.042482,50.393762
LU1 5LP,-0.437826,51.873468
SA12 7TF,-3.828755,51.604682
DA14 6NE,0.098911,51.426195
SW4 8AL,-0.138303,51.450419
OX17 1AZ,-1.356944,52.123995
AB10 6SJ,-2.116623,57.141145
NR20 3AS,0.952634,52.679652
CV5 8ES,-1.547053,52.407104
PE12 8BL,0.000403,52.827916
EX17 5HE,-3.731544,50.757701
IG9 5SW,0.036901,51.629445
B27 7EX,-1.819189,52.440376
S71 5LG,-1.431777,53.568806
TS6 0EA,-1.157465,54.559808
SO14 3FD,-1.397315,50.897589
SL6 3RX,-0.804406,51.513297
GL16 7NA,-2.600624,51.76833
WV1 2UQ,-2.083544,52.580125
FK7 9PL,-3.97138,56.11208
WS12 1AG,-1.999007,52.709272
CM21 9PT,0.159813,51.807001
L15 4HR,-2.924796,53.400654
SO19 0HX,-1.335708,50.900798
BT30 8BA,-5.729058,54.282821
AL7 2PT,-0.164578,51.801109
W1W 6XH,-0.141079,51.520587
PL26 7XL,-4.85336,50.384861
BD17 6JN,-1.760188,53.852789
PO18 9DL,-0.861917,50.874327
CF23 8HA,-3.136143,51.529142
HR6 0SE,-2.609704,52.237382
DA16 3RT,0.089792,51.465621
BT13 2JF,-5.948052,54.599829
WS1 1QL,-1.978226,52.583791
S80 2FT,-1.124188,53.302421
PL4 9HY,-4.120546,50.370476
EH51 9RF,-3.596131,56.006173
NG13 9HF,-0.926712,52.903769
BT35 6TR,-6.369462,54.254623
BT12 7AQ,-5.95817,54.596487
BT35 7HL,-6.441073,54.188383
BT70 1DQ,-6.772317,54.503974
SA7 9LA,-3.914183,51.651497
KA7 2AY,-4.631478,55.458255
EH16 6AN,-3.153018,55.911698
BT78 2HX,-7.291997,54.520856
G77 5HH,-4.305665,55.778568
BT80 0JF,-6.526927,54.663288
BB5 2QF,-2.348865,53.736844
OL4 3BH,-2.076081,53.537699
WN2 1YU,-2.580575,53.570003
BT79 7RY,-7.063771,54.70598
HA5 3XE,-0.399842,51.605655
BT82 8DG,-7.462188,54.827033
AB56 4YF,-2.816722,57.687635
ST6 5AW,-2.212135,53.059659
TR1 3UL,-5.084856,50.260853
GU14 6AW,-0.751573,51.275203
BT35 7HD,-6.408364,54.193966
SK14 3FT,-2.036852,53.450781
BT42 4HR,-6.162421,54.851749
KW1 5QD,-3.094494,58.439351
CF23 5BF,-3.166073,51.506352
GL4 5SZ,-2.193399,51.842884
G69 6RQ,-4.11944,55.855778
DT4 8NP,-2.455286,50.611674
L37 4AN,-3.066859,53.554049
CR0 3LJ,-0.110958,51.381763
NW8 0DL,-0.179116,51.540526
WA11 7DE,-2.735823,53.477022
L3 5NW,-2.9742,53.409042
MK18 2PZ,-0.980371,51.935902
SE11 4QE,-0.110919,51.487615
B6 5SN,-1.875825,52.501856
CV8 1JJ,-1.57485,52.342891
PO36 0AX,-1.14406,50.683119
PA1 3QS,-4.415012,55.84726
SO53 3AA,-1.375383,50.97524
TS25 5PQ,-1.229248,54.674601
B33 9DE,-1.800562,52.489845
PH1 3FE,-3.463003,56.453144
BR1 5HN,0.020238,51.430456
PL9 8JE,-4.075153,50.364447
PO20 1QH,-0.750657,50.82362
CF14 2TF,-3.230324,51.515298
SE5 0EU,-0.095163,51.47754
BS8 3US,-2.691014,51.437575
DE24 9LU,-1.491678,52.882844
LS8 2SF,-1.508975,53.818103
DA18 4AL,0.142204,51.495863
PL1 3JY,-4.157523,50.371249
EH3 9GL,-3.193901,55.943634
DE24 0JR,-1.42129,52.891394
KT1 3QF,-0.27727,51.405764
TS24 0XF,-1.202983,54.688604
BL3 1QS,-2.374583,53.565343
SM3 8JR,-0.227679,51.37167
SG12 9FG,-0.023646,51.807962
RM17 5AD,0.323349,51.491927
HX3 6AS,-1.849105,53.729867
SE8 5QP,-0.028614,51.4826
HA9 8AF,-0.286917,51.553741
S2 1AS,-1.41677,53.370725
BN2 0BD,-0.127719,50.822617
BH3 7DG,-1.890357,50.734556
CM0 8AA,0.819015,51.625502
RG41 5GJ,-0.892777,51.419192
S25 3QY,-1.218537,53.375183
E17 4SA,-0.020333,51.586984
SE15 6NT,-0.072321,51.480674
GL50 2DS,-2.095908,51.887599
AB42 0QL,-1.913675,57.427488
NW5 2AG,-0.141403,51.546976
SO22 6PY,-1.350058,51.085411
RG40 2LH,-0.818619,51.408227
S11 8AE,-1.477234,53.367068
B64 5HY,-2.079425,52.473633
G71 6DU,-4.091815,55.833496
RM6 4HB,0.121067,51.569007
LE65 1NF,-1.450743,52.748232
IV12 4RE,-3.873912,57.58328
SK3 8AX,-2.161169,53.403157
GU29 9LS,-0.73919,50.985101
CA15 8RR,-3.530597,54.681588
DH3 1GH,-1.586306,54.905979
NR30 1HE,1.721482,52.608307
WR10 1AJ,-2.07367,52.109023
ML3 7AG,-4.035426,55.77475
IV2 6GU,-4.179232,57.450628
S35 0AA,-1.543853,53.425065
EH12 5QT,-3.244396,55.944514
NE23 7TE,-1.549565,55.064905
WF5 8BH,-1.578245,53.679528
DY3 1TY,-2.113566,52.530907
WA11 0JQ,-2.676941,53.466703
ML4 3NR,-4.031707,55.823886
DY8 4DB,-2.148087,52.461715
BT70 3DD,-6.853044,54.514739
CV5 6SP,-1.551995,52.396667
CR2 6HS,-0.096435,51.358677
KA10 7LU,-4.645143,55.561295
W6 9BN,-0.228252,51.488908
WA1 1RL,-2.599358,53.380833
EN9 1FD,-0.007974,51.686979
YO43 4HL,-0.775082,53.835814
BL9 0DZ,-2.300288,53.591547
CB8 8BA,0.408271,52.240868
BH21 3NW,-2.013774,50.770676
NW1 3BG,-0.141598,51.524572
GL54 1AF,-1.722451,51.930423
HX3 0JU,-1.869086,53.703441
RG2 0TF,,
SK9 5AJ,-2.235724,53.326486
MK18 4AR,-1.071799,51.989813
WA7 3EH,-2.700547,53.30743
NW1 5PU,-0.161297,51.521159
NE30 2RH,-1.445331,55.011518
OX27 0GB,-1.068331,51.900449
WS8 6JZ,-1.91998,52.652664
B60 3AL,-2.055785,52.318204
BT28 2ST,-6.104627,54.500954
WV2 3JU,-2.123572,52.568652
E5 9LA,-0.059693,51.565041
LE8 4DY,-1.170221,52.563801
BD19 3UE,-1.724298,53.732218
CF40 1RG,-3.444679,51.605165
GU7 1SB,-0.617369,51.180524
NE3 3RB,-1.657027,55.007573
TW5 0DG,-0.37916,51.476657
PL10 1HB,-4.197705,50.354805
EX14 1LQ,-3.193213,50.798662
BS14 9BQ,-2.558855,51.417583
CH7 6GX,-3.107817,53.17599
SY9 5BA,-2.995485,52.490135
SA4 9BA,-4.006017,51.672949
DN5 9TG,-1.146744,53.536867
ZE1 0XL,-1.287058,60.12289
N17 0YX,-0.059827,51.606291
W1T 5AH,-0.137276,51.52335
NG8 2QS,-1.22787,52.945913
HR6 8PU,-2.745852,52.222634
KA24 5DW,-4.721473,55.709162
BS21 6UW,-2.850808,51.421993
PE12 9EL,0.15318,52.78076
OL9 8EH,-2.152841,53.518066
BT24 8JR,-5.919552,54.383707
DL15 9HU,-1.747262,54.716993
DE22 3LR,-1.500847,52.919119
WD17 4SA,-0.411816,51.672373
N14 6HF,-0.126711,51.633528
LA6 3BT,-2.470808,54.150157
BN42 4QT,-0.229151,50.843251
WD3 3HX,-0.455563,51.651343
DN35 8HP,-0.030622,53.558222
LE2 3JD,-1.106819,52.608316
WF12 7TQ,-1.615711,53.694925
PR1 8BU,-2.702999,53.756904
TW14 8RW,-0.458743,51.445861
N3 1LF,-0.189361,51.604998
LN5 0HX,-0.533096,53.096954
B31 3JW,-1.960928,52.398045
MK16 8AQ,-0.722585,52.086904
SN10 2FS,-1.963165,51.3655
MK18 4HZ,-1.012365,51.981238
N13 5RY,-0.098799,51.626221
WR9 9AY,-2.154947,52.272036
DY7 5EX,-2.258366,52.478507
NW2 6LN,-0.229213,51.567263
SW19 5BY,-0.219377,51.425294
PO7 7DT,-1.030291,50.880037
DT6 3QP,-2.759823,50.733666
EC1N 8AN,-0.10769,51.518632
EX10 0RB,-3.223564,50.713274
HD8 9PE,-1.609583,53.595989
SA7 9FZ,-3.910045,51.657616
HP23 5AL,-0.660328,51.793776
S75 3SP,-1.530818,53.545452
RH12 2RG,-0.331103,51.06408
DN31 3ER,-0.072196,53.575155
DL1 4SU,-1.525005,54.515537
NP23 4AW,-3.175282,51.79785
HD1 9FR,-1.781545,53.648438
PE7 8GX,-0.257658,52.544071
BD20 0EP,-1.936466,53.913193
IP2 0JZ,1.12407,52.054478
YO25 8PG,-0.225484,54.015018
SW7 4EF,-0.18804,51.49483
LU7 1AE,-0.664926,51.915269
KT18 7PF,-0.270954,51.332256
NG8 4ES,-1.217305,52.963967
E6 3HS,0.047672,51.527488
BT48 7EE,-7.323387,55.001441
HA1 1UG,-0.341864,51.588538
DN41 8DT,-0.175074,53.610489
WS2 8BW,-1.98797,52.594331
DA1 3BU,0.193615,51.44885
KY13 0NX,-3.525327,56.211613
NP20 4PH,-3.004382,51.589791
SK9 3AQ,-2.210848,53.342065
BD9 5JZ,-1.794263,53.810824
CA4 9PB,-2.769946,54.807383
GL6 8AQ,-2.168362,51.722793
N3 2NN,-0.179455,51.603172
OL9 0QA,-2.155076,53.551232
HU8 0AU,-0.312598,53.770484
PE7 3NL,-0.230283,52.546371
EC1N 8LE,-0.108972,51.521071
S6 5GQ,-1.519638,53.393025
WV16 4DB,-2.420289,52.535879
B23 6RS,-1.838857,52.523397
YO17 9BL,-0.780469,54.128248
LE3 0RD,-1.15156,52.631462
TA21 0JJ,-3.315737,50.974562
HG1 2TJ,-1.54344,53.992694
HP2 5TQ,-0.460938,51.768281
DN36 4AW,-0.045767,53.534917
BT1 5EA,-5.93178,54.598761
BT1 6HL,-5.934361,54.597296
N15 4BN,-0.070273,51.588544
EN9 1BL,-0.008648,51.688363
WA7 3AL,-2.651281,53.318514
M18 7EE,-2.173586,53.460961
E17 3PT,0.006738,51.58573
SE4 2SF,-0.034423,51.460459
E13 0HA,0.015708,51.525173
SE25 6AQ,-0.078975,51.402466
HU12 8TT,-0.200231,53.761686
CR7 8AF,-0.107679,51.4051
YO17 7AA,-0.798009,54.134364
BT35 8QP,-6.343861,54.156707
HA6 2RX,-0.441034,51.615984
WD25 0NE,-0.389006,51.69103
IP30 9YQ,0.918755,52.231069
SG12 0HS,-0.063679,51.836819
WD23 2BB,-0.377702,51.66201
TW1 4QH,-0.328673,51.444744
G4 0UH,-4.233653,55.859411
BT49 0FQ,-6.934244,55.038484
E17 8AR,-0.034952,51.578343
DH8 5LA,-1.832967,54.85362
BT46 5AY,-6.677347,54.844365
BT79 7NG,-7.249743,54.621988
UB5 5HN,-0.366987,51.546115
DE56 0TT,-1.459551,53.004678
WA10 1RY,-2.736124,53.453596
N1 5TA,-0.07981,51.538241
W2 4HA,-0.194487,51.509946
G3 6HB,-4.274088,55.869306
HA9 6RH,-0.277265,51.550371
SK11 6SR,-2.123918,53.255132
CV21 1JX,-1.24802,52.388409
M44 6AT,-2.425259,53.442526
BD2 3JH,-1.719979,53.807312
KT13 9RG,-0.430912,51.376754
SO19 8GY,-1.345618,50.904936
BB3 0SZ,-2.468399,53.721804
LL13 9UG,-2.925242,53.045416
G71 5AG,-4.052583,55.827498
TR27 6AQ,-5.37424,50.146583
BN3 2DJ,-0.177569,50.82846
NE2 1TJ,-1.603998,54.984767
BB9 6RA,-2.23687,53.853584
WS7 1PX,-1.935243,52.691349
HU11 4AZ,-0.197046,53.87243
B17 8BL,-1.96344,52.47358
NR31 0AR,1.715567,52.608503
YO43 4AA,-0.767565,53.836445
DH1 5TS,-1.58518,54.788774
B61 0GD,-2.048572,52.357103
EC2Y 5AU,-0.092507,51.517777
WA6 7FZ,-2.714727,53.298375
LE7 7NU,-1.139021,52.70721
WA4 5AG,-2.583259,53.36327
SK7 5ER,-2.136032,53.378703
TN22 4JW,0.145581,50.992015
S81 7QZ,-1.132831,53.33282
M45 7TA,-2.296165,53.553193
SE22 8RA,-0.07995,51.460179
TW16 7PY,-0.421702,51.426439
L7 5DB,-2.948037,53.406881
CM3 1FQ,0.511211,51.830569
TQ9 7BN,-3.677483,50.34659
SG6 1QF,-0.219593,51.976723
M3 4PF,-2.251856,53.478206
AB23 8DF,-2.09978,57.182149
S4 7WW,-1.452426,53.39021
DH1 1TW,-1.539153,54.787215
S44 6JQ,-1.306141,53.224126
GL2 8DN,-2.30608,51.879263
SY4 3DS,-2.756915,52.794236
